route_id,stops,num_stops,total_pallets,total_duration_sec,total_duration_hms
Tue_00456,Four Square Hobsonville;New World Hobsonville;Four Square Britomart,3,14,20423.07,05:40:23
Tue_00457,New World Papatoetoe;New World Eastridge,2,14,20426.79,05:40:26
Tue_00458,New World New Lynn;Four Square Hobsonville;Four Square Fair Price Henderson,3,14,20431.2,05:40:31
Tue_00459,New World Mt Albert;Four Square Onehunga;Four Square Ellerslie,3,15,20440.53,05:40:40
Tue_00460,Four Square Britomart;New World Remuera;Four Square Remuera,3,15,20444.31,05:40:44
Tue_00461,Pak 'n Save Sylvia Park;Four Square St Heliers,2,14,20446.84,05:40:46
Tue_00462,Four Square St Heliers;Pak 'n Save Glen Innes,2,14,20457.6,05:40:57
Tue_00463,Four Square Glen Eden;New World Point Chevalier;Four Square Ellerslie,3,14,20467.12,05:41:07
Tue_00464,New World Mt Roskill;New World Birkenhead,2,15,20467.21,05:41:07
Tue_00465,New World Remuera;Four Square Remuera;Four Square Britomart,3,15,20471.08,05:41:11
Tue_00466,Pak 'n Save Henderson;Four Square Remuera,2,14,20472.27,05:41:12
Tue_00467,Pak 'n Save Clendon;Four Square Eden Terrace,2,14,20480.31,05:41:20
Tue_00468,Pak 'n Save Highland Park;Four Square Remuera,2,14,20483.58,05:41:23
Tue_00469,Pak 'n Save Royal Oak;New World Metro Queen St,2,16,20484.59,05:41:24
Tue_00470,Pak 'n Save Lincoln Road;New World Metro Queen St,2,15,20487.62,05:41:27
Tue_00471,New World New Lynn;New World Papatoetoe,2,15,20496.04,05:41:36
Tue_00472,Pak 'n Save Royal Oak;Four Square Remuera,2,16,20498.12,05:41:38
Tue_00473,Four Square Britomart;New World Birkenhead;Four Square Eden Terrace,3,14,20498.69,05:41:38
Tue_00474,New World Stonefields;Four Square St Heliers;New World Metro Queen St,3,14,20514.86,05:41:54
Tue_00475,New World Mt Roskill;New World Albany,2,14,20517.81,05:41:57
Tue_00476,New World Mt Roskill;Four Square Lancaster;New World Metro Queen St,3,14,20518.41,05:41:58
Tue_00477,New World New Lynn;Four Square Onehunga;Four Square Fair Price Henderson,3,14,20521.26,05:42:01
Tue_00478,Four Square Onehunga;New World Mt Roskill;New World Metro Shore City,3,14,20526.02,05:42:06
Tue_00479,Pak 'n Save Highland Park;New World Metro Queen St,2,14,20528.66,05:42:08
Tue_00480,Four Square Remuera;New World Stonefields;Four Square Ellerslie,3,15,20533.52,05:42:13
Tue_00481,New World Green Bay;New World Remuera,2,15,20541.48,05:42:21
Tue_00482,New World Southmall;New World Stonefields,2,14,20544.63,05:42:24
Tue_00483,New World Mt Roskill;New World Metro Queen St;Four Square Lancaster,3,14,20546.81,05:42:26
Tue_00484,Four Square Ellerslie;Four Square Pakuranga Heights;New World Newmarket,3,14,20559.37,05:42:39
Tue_00485,Four Square Britomart;New World Metro Queen St;New World Victoria Park,3,16,20563.79,05:42:43
Tue_00486,New World Botany;New World Point Chevalier,2,14,20564.97,05:42:44
Tue_00487,New World Victoria Park;New World Metro Queen St;Four Square Britomart,3,16,20573.69,05:42:53
Tue_00488,New World Papatoetoe;New World Green Bay,2,15,20573.69,05:42:53
Tue_00489,New World Southmall;Four Square Britomart;New World Metro Queen St,3,14,20573.8,05:42:53
Tue_00490,New World Victoria Park;Four Square Britomart;New World Metro Queen St,3,16,20576.2,05:42:56
Tue_00491,New World Mt Albert;Four Square Ellerslie;Four Square Britomart,3,15,20585.86,05:43:05
Tue_00492,Four Square Fair Price Henderson;New World Newmarket;Four Square Ellerslie,3,14,20586.8,05:43:06
Tue_00493,New World New Lynn;New World Hobsonville,2,15,20587.7,05:43:07
Tue_00494,New World Birkenhead;Four Square Eden Terrace;Four Square Onehunga,3,14,20594.35,05:43:14
Tue_00495,Pak 'n Save Mt Albert;Four Square Eden Terrace;Four Square Onehunga,3,16,20594.79,05:43:14
Tue_00496,New World Ormiston;Four Square Botany Junction;Four Square Ellerslie,3,14,20601.01,05:43:21
Tue_00497,Four Square Eden Terrace;Pak 'n Save Clendon,2,14,20601.07,05:43:21
Tue_00498,Four Square Onehunga;New World Birkenhead;Four Square Lancaster,3,14,20603.05,05:43:23
Tue_00499,New World Southmall;New World Papatoetoe,2,15,20607.36,05:43:27
Tue_00500,Four Square Britomart;New World Metro Queen St;Four Square Ellerslie;Four Square Remuera,4,15,20616.71,05:43:36
Tue_00501,New World Green Bay;New World Papatoetoe,2,15,20621.47,05:43:41
