route_id,stops,num_stops,total_pallets,total_duration_sec,cost,over_policy_35h,overtime_4h,total_duration_hms
Tue_00074,Pak 'n Save Mt Albert;Four Square Eden Terrace,2,13,2647.85,161.81,False,False,00:44:07.850000
Tue_00075,Pak 'n Save Royal Oak;Four Square Eden Terrace,2,15,2771.55,169.37,False,False,00:46:11.550000
Tue_00076,Four Square Hobsonville,1,3,3713.54,226.94,False,False,01:01:53.540000
Tue_00077,New World Hobsonville;Four Square Hobsonville,2,11,3772.02,230.51,False,False,01:02:52.020000
Tue_00078,Pak 'n Save Lincoln Road;Four Square Hobsonville,2,14,4100.82,250.61,False,False,01:08:20.820000
Tue_00079,Pak 'n Save Westgate;Four Square Hobsonville,2,14,4004.47,244.72,False,False,01:06:44.470000
Tue_00080,Four Square Lancaster,1,3,4845.84,296.13,False,False,01:20:45.840000
Tue_00081,New World Birkenhead;Four Square Lancaster,2,11,4965.15,303.43,False,False,01:22:45.150000
Tue_00082,Four Square Lancaster;Pak 'n Save Wairau Road,2,13,5219.9,318.99,False,False,01:26:59.900000
Tue_00083,Four Square Onehunga,1,3,1554.43,94.99,False,False,00:25:54.430000
Tue_00084,Four Square Ellerslie;Four Square Onehunga,2,7,3043.02,185.96,False,False,00:50:43.020000
Tue_00085,Four Square Onehunga;Four Square Ellerslie;Four Square Remuera,3,11,3300.65,201.71,False,False,00:55:00.650000
Tue_00086,Four Square Onehunga;Four Square Ellerslie;Four Square Remuera;New World Metro Queen St,4,15,3950.94,241.45,False,False,01:05:50.940000
Tue_00087,New World Metro Queen St;Four Square Ellerslie;Four Square Onehunga,3,11,3706.46,226.51,False,False,01:01:46.460000
Tue_00088,Four Square Onehunga;Four Square Ellerslie;New World Eastridge,3,13,4217.3,257.72,False,False,01:10:17.300000
Tue_00089,New World Newmarket;Four Square Ellerslie;Four Square Onehunga,3,13,3263.92,199.46,False,False,00:54:23.920000
Tue_00090,New World Mt Roskill;Four Square Ellerslie;Four Square Onehunga,3,14,3084.46,188.49,False,False,00:51:24.460000
Tue_00091,Four Square Onehunga;Four Square Ellerslie;New World Stonefields,3,14,3702.78,226.28,False,False,01:01:42.780000
Tue_00092,Four Square Onehunga;Four Square Ellerslie;New World Remuera,3,15,3402.57,207.93,False,False,00:56:42.570000
Tue_00093,Four Square Onehunga;Four Square Remuera,2,7,3191.23,195.02,False,False,00:53:11.230000
Tue_00094,Four Square Onehunga;Four Square Remuera;New World Eastridge,3,13,4107.88,251.04,False,False,01:08:27.880000
Tue_00095,Four Square Onehunga;Four Square Remuera;New World Newmarket,3,13,3458.75,211.37,False,False,00:57:38.750000
Tue_00096,New World Mt Roskill;Four Square Onehunga;Four Square Remuera,3,14,3232.67,197.55,False,False,00:53:52.670000
